cue,R1
kid,child
history,past
system,of a down
year,month
system,organization
history,past
company,friends
year,month
office,work
company,accounts
war,world
hand,left
company,board
company,corporation
door,locked
law,police
morning,sun
history,class
person,human
system,environment
door,entry
change,pants
place,value
father,figure
system,down
job,search
year,time
office,business
morning,beautiful
place,town
system,operating
morning,early
door,open
history,story
place,home
father,husband
person,self
job,home
morning,am
place,spot
year,annum
job,employment
door,open
father,mother
morning,noon
place,
morning,dove
person,
job,work
person,being there
door,entry
person,human
person,individual
job,obligation
door,window
place,put
morning,sleep
place,home
morning,
place,hide
job,application
job,salary
state,say
place,put
place,location
job,work
health,happiness
right,left
force,army
force,field
group,committee
right,wrong
life,people
friend,foe
idea,thought
art,painting
child,small
state,Maine
team,player
car,cart
right,on
friend,pal
day,now
time,infinite
mother,father
child,son
head,boss
hour,minute
game,play
group,people
group,crowd
face,proportion
point,line
day,sun
woman,joy
fact,proven
home,comfort
hour,o'clock
day,night
woman,man
health,gym
home,dwelling
fact,
health,good
student,school
fact,reality
home,house
day,night
student,study
home,house
story,telling
story,book
story,tale
woman,me
home,here
home,comforts
fact,reality
fact,matter
story,telling
story,time
fact,train
fact,data
fact,datum
problem,idea
idea,think
time,clock
kind,like
art,paint
car,wheel
life,joy
problem,question
mother,Lois
kind,type
change,innovation
head,hair
house,home
result,product
community,town
art,picture
party,fun
money,currency
head,hair
community,town
reason,thinking
face,body
money,dollar
art,picture
lot,group
face,off
lot,parking
end,story
lot,much
money,currency
guy,fellow
team,work
money,ball
name,moniker
minute,60 seconds
lot,many
team,work
reason,why
minute,time
community,people
face,front
party,innocent
end,death
minute,one
city,life
minute,fast
question,answer
lot,plenty
city,big
guy,male
party,parity
end,finish
minute,small
name,
question,answer
minute,second
minute,by mute
point,and shoot
party,girl
minute,little
city,state
question,
party,gala
minute,small
point,best
party,happy
name,Beth
city,Peter borough
minute,in a
question,mark
city,bad
party,hearty
party,fun
question,mark
name,game
party,animal
party,gala
party,fun
party,fun
city,wide
party,fun
party,politics
name,title
point,direction
city,place
name,number
city,state
point,guard
city,London
point,no
city,town
area,carpet
city,intercity
game,lame
point,mouse
point,shoot
game,I just lost the game
change,future
city,London
city,state
point,finger
back,return
hour,time
girl,boy
state,California
word,sentence
country,United States
life,death
air,breathe
state,say
hour,day
parent,love
state,California
girl,woman
house,sbofr
hour,time
mother,Madre
country,farm
room,library
girl,boy
country,land
school,high
country,principality
level,steady
state,nation
hour,minute
car,motorbike
kid,child
air,atmosphere
force,gravity
friend,loved
service,help
word,association
parent,child
way,opening
way,to go
idea,man
friend,enemy
school,education
room,space
time,clock
research,project
law,rule
kid,child
month,day
body,mind
child,minder
month,January
service,fee
room,space
issue,problem
service,church
result,test
service,serve
issue,magazine
service,food
issue,children
law,jurisprudence
result,oriented
issue,at hand
law,lawyer
law,university
law,police
law,and order
business,buy
way,via
guy,friend
reason,logic
business,money
change,alter
health,wellness
kind,gentle
change,alter
team,sports
idea,man
idea,new
change,difference
child,son
mother,love
reason,cause
night,post
moment,now
body,evidence
man,woman
mother,protect
body,full
area,around
research,key
force,police
child,parent
head,space
time,closing
man,male
car,SUV
head,brain
number,digit
work,wage
idea,concept
night,tine
side,edge
group,groupie
force,strong
mother,mum
work,retired
team,spirit
office,business
life,force
night,time
problem,stress
level,even
war,kill
line,chorus
mother,father
car,transportation
right,bright
work,hard
hand,work
office,supplies
life,love
student,demonstration
time,passage
night,dark
right,correct
group,together
moment,minute
hand,beer
work,play
time,past
office,relationship
right,correct
night,Jack
life,get
back,body
research,findings
area,green
week,seven days
student,teacher
problem,solution
week,day
week,month
problem,question
week,days
back,rewind
problem,bad
house,live
problem,difficulty
back,forward
back,forth
house,casino
week,day
week,day
back,forth
back,front
house,here
back,away
house,home
house,home
house,property
result,yes
air,guitar
case,study
war,enemies
air,oxygen
house,housing
woman,man
house,abode
water,aqua
school,learn
guy,girl
water,swim
guy,gal
member,club
word,play
kid,goat
result,wow
side,left
day,morning
level,high
end,of
game,on
water,life
eye,see
guy,who
guy,family
game,play
end,finished
book,enjoy
history,past
member,team
number,math
book,read
art,girls
friend,enemy
history,lesson
community,society
kind,thoughtful
community,people
eye,full
kind,friendly
art,painting
kind,nice
art,artifice
kind,calm
eye,bright
kind,nice
friend,end
community,group
art,craft
eye,keen
art,fine
community,association
community,group
eye,blue
community,people
community,people
kind,mean
word,yo
head,direction
story,reading
way,route
word,phrase
research,boring
face,picture
child,baby
father,mother
face,mine
case,holder
story,fairy
number,count
side,dish
father,dad
team,we
day,gone
word,association
child,kid
child,kid
month,year day
father,mother
story,fable
child,kid
reason,time
reason,why
year,calendar
team,group
side,lateral
student,young
team,fellows
number,count
school,room
child,father
reason,excuse
woman,man
reason,excuse
force,reckon
car,trip
student,school
reason,why
hand,arm
girl,child
health,holistic
money,cash
parent,uncle
group,therapy
parent,trap
car,automobile
girl,woman
car,BMW
force,strength
health,doctor
health,wealth
hand,foot
force,weight
room,bedroom
car,auto
room,space
health,wealth
girl,boy
money,cash
room,inn
girl,boy
car,beep
health,wealth
hand,glove
body,odor
girl,boy
hand,left
room,bed
body,lotion
health,good
parent,mother
group,herd
girl,pretty in pink
car,transport
girl,boy
room,study
car,drive
parent,child
money,cash
health,wealth
room,rest
history,mystery
girl,boy
body,mind
group,hug
money,honey
body,corps
business,world
group,people
money,dollar
room,bath
money,cash
group,collection
room,bed
body,corpse
money,earning
day,night
office,work
room,cozy
group,hug
hour,minute
area,space
body,mind
issue,topic
way,out
hand,glove
home,house
time,flies
part,whole
woman,man
change,coins
result,end
right,correct
man,woman
war,peace
issue,subject
door,handle
company,business
part,section
member,associate
idea,Einstein
right,wrong
thing,object
part,leave
month,time
way,too
kid,hello
end,begin
woman,man
member,belong
month,season
year,time
month,year
month,calendar
research,words
air,breathe
air,oxygen
way,path
level,even
level,best
end,of
idea,of
way,direction
area,space
case,situation
level,plumb
research,development
line,queue
line,straight
year,age
research,scientist
end,end
research,splurge
year,age
line,straight
friend,companion
year,another
case,song
friend,buddy
case,briefcase
head,ache
friend,buddy
school,fish
head,toes
school,elementary
friend,mate
head,tech
head,lead
friend,brother
friend,foe
head,ache
school,days
lot,lottery
head,top
school,classroom
change,coins
life,death
country,opposite of city
office,place to work
company,officers
question,answer
door,portal
book,read
office,job
book,codicil
face,beauty
service,engineer
office,pain
game,play
home,house
face,meet
business,stocks
number,phone
kid,child
business,money
mother,mine
war,gun
war,peace
home,house
day,night
history,class
time,hour
moment,now
time,after time
country,continent
student,college
side,fries
side,
side,opposite
side,ways
side,sideways
side,ways
thing,some
side,ways
problem,health
side,of beef
law,regulation
life,death
law,lawyer
person,body
night,day
story,time
lot,auction
mother,father
issue,idea
day,to day
change,coin
story,tale
question,information
problem,question
woman,man
change,world
word,Bible
father,dad
problem,solution
hour,60 muns
mother,mama
state,condition
right,yes
water,wet
area,square
work,a day
number,quantity
team,group
hour,time
lot,parking
work,hard
number,one
man,woman
area,here
lot,group
door,window
fact,knowledge
student,learn
door,bell
man,brave
game,fun
member,group
door,enter
fact,fiction
air,breathe
kid,young
company,logo
company,sondheim
student,struck
man,mourn
result,happen
kid,child
student,youth
student,education
company,business
game,fun
result,ending
game,troll
game,up for it
company,friends
force,push
result,test
kid,youngster
kid,gloves
result,conclusion
kid,-neys
result,report
kid,baby goat
result,findings
result,outcome
kid,child
force,make
night,evening
face,magic
business,plan
thing,swamp
service,secret
idea,notion
water,H2O
book,tome
art,painting
history,past
service,waiter
water,waiter
day,night
people,places
thing,item
part,hair
force,heavy
woman,man
thing,nothing
level,ruler
home,house
person,me
force,military
woman,equal
issue,trouble
word,basic
system,down
idea,brilliant
father,padre
life,death
home,comfort
issue,quality
world,war
home,sweet
father,dad
life,breathe
word,promise
line,straight
father,son
line,straight
world,globe
line,straight
air,breathe
right,correct
life,blood
word,focal
job,work
time,thyme
morning,wake up
member,part
job,work
right,wrong
member,church
job,work
right,left
air,breathe
air,breathe
war,peace
parent,father
war,peace
war,battle
parent,grandparent
member,person
war,peace
parent,love
member,of
year,days
area,circumference
hand,ring
work,job
work,play
people,group
name,yours
hand,right
book,read
area,locale
law,attorney
place,home
system,computer
story,book
month,day
moment,time
book,study
family,happy
reason,belief
part,section
team,several
month,day
moment,inertia
story,book
research,grant
state,position
time,dimension
way,direction
night,dark
number,phone
end,beginning
question,answer
reason,logic
part,section
reason,think
guy,gal
level,steady
guy,girl
case,lawsuit
child,adult
case,study
state,of mind
hour,time
mother,me
history,past
eye,blink
case,book
way,no way
country,USA
state,Mississippi
country,us
time,in a bottle
week,seven
country,place
way,out
way,road
week,seven days
eye,see
business,entrepreneur
week,seven
eye,see
back,
back,hairy
eye,see
history,past
week,calendar
back,scratch
week,day
face,look at
week,seven days
back,here again
week,month
face,up
face,eyes
face,visage
face,book
face,eyes
face,eyes
year,old
morning,sun
problem,trouble
water,ice
number,telephone
government,capital
health,wellness
line,draw
government,laws
student,scholar
system,thinking
teacher,knowledgeable
name,sombre
point,pencil
city,sheep
name,tag
study,hall
water,swim
group,gather
work,trial
thing,penis
moment,once
force,power
idea,thought
house,home
war,fight
community,neighborhood
program,music
reason,sense
program,show
business,science
world,planet
program,score card
right,wing
right,dexterous
world,earth
world,universe
community,town
point,sharp
question,mark
study,den
power,energy
thing,any
war,death
work,play
reason,excuse
country,Canada
water,swim
house,live
health,wellbeing
line,straight
morning,am
system,product
city,town
business,work
group,association
moment,minute
level,parking
student,visa
teacher,learn
teacher,student
others,family
change,maker
idea,thought
group,cohort
force,strength
kid,child
morning,sunrise
question,mark
city,urban
name,buzz
point,map
student,learner
right,correct
level,even
study,review
water,pure
work,retire
health,healthy
house,cabin
house,home
moment,time
idea,smart
thing,object
government,bailout
change,coins
community,together
line,straight
reason,for the season
power,i've got the
system,organization
power,corrupts
program,compute
government,big
study,science
kid,child
level,layer
reason,treason
health,wellbeing
moment,monument
business,affair
line,dotted
student,college
war,waste
war,mongering
work,play
group,crowd
face,confront
community,neighborhood
morning,early
city,state
thing,stuff
change,alter
question,query
right,left
point,tip
system,overload
water,fresh
power,amps
level,exam
name,title
program,agenda
power,strong
line,fishing
morning,early
work,hard
student,teacher
health,body
question,mark
kid,
study,research
face,emotions
house,home
change,money
right,wrong
thing,the
others,people
teacher,mentor
government,red-tape
president,premier
information,museum
education,school
education,university
president,politics
information,data
information,newspaper
president,Obama
education,learn
education,important
president,senate
information,access
information,news
president,Obama
president,leader
information,news
teacher,pupil
others,outsiders
education,school
program,layout
government,study
program,show
president,Obama
information,knowledge
government,necessary
education,school
teacher,instructor
education,job
others,not me
teacher,pupil
program,plan
information,words
government,waste
president,Obama
information,data
president,layperson
program,TV
teacher,student
education,degree
others,them
government,people
information,data
program,code
education,nation
others,friends
teacher,school
education,knowledge
information,data
government,people
program,folder
others,people
president,leader
teacher,worldwide
information,Knowledge
president,Obama
education,smart
government,rule
program,run
others,self
education,hard
teacher,student
others,outsiders
information,
president,USA
government,White House
program,booklet
information,education
others,crowd
president,leader
program,school
teacher,instructor
education,school
government,big
others,people
information,knowledge
program,theater
government,politics
education,ed
others,lost
teacher,leader
program,TV
president,Obama
teacher,advisor
others,them
government,insipid
program,computer
president,leader
information,computer
program,television
teacher,mentor
education,college
government,bureaucracy
teacher,student
program,computer
information,data
government,parliament
president,CEO
education,smart
president,country
government,politics
others,many
program,schedule
information,Garner
education,mom
teacher,mentor
government,bad
others,them
information,age
program,course
president,Obama
teacher,apple
president,Lincoln
teacher,school
others,people
government,state
program,computer
education,school
information,knowledge
others,more
president,present
program,help
information,ratatouille
teacher,student
government,country
education,degree
president,man
program,preset
information,learning
teacher,help
government,law
education,higher
others,group
information,knowledge
teacher,student
president,Obama
education,college
program,school
government,lead
others,people
education,school
teacher,educator
information,data
program,computer
government,system
others,them
government,parliament
education,teacher
information,technology
others,people
teacher,student
president,leader
program,function
education,school
others,Nicole kid man
government,mystery
president,Obama
president,leader
information,library
information,technology
information,data
others,otter
teacher,notebook
government,power
education,teach
education,teacher
teacher,student
others,them
program,write
government,Washington
government,Obama
others,
president,Obama
president,United States
education,job
program,code
program,code
program,coding
others,them
education,university
government,rule
information,words
information,knowledge
teacher,student
president,Obama
government,White House
others,island
education,jobs
government,Australia
teacher,instructor
information,though
president,powerful
others,them
education,school
others,easy
president,prime minister
government,big
program,school
information,internet
education,school
teacher,inform
president,leader
information,board
education,school
government,rule
program,update
program,computer
others,film
others,some
others,myself
others,them
others,et al
education,school
information,paper
teacher,layoff
teacher,
government,council
president,man
education,smart
program,study
president,Obama
education,university
president,Obama
program,code
government,distress
information,tab
information,knowledge
information,inform
information,data
information,learn
information,computer
information,glorious
information,confirmation
information,map
information,knowledge
information,internet
information,control
government,governor
teacher,professor
government,politics
president,corporation
president,prime minister
program,computer
teacher,pet
education,money
program,computer
education,school
teacher,book
government,democracy
government,ruler
government,people
government,authority
others,male
president,chief
president,leader
others,them
others,friends
president,America
others,what
teacher,myself
teacher,pet
teacher,rules
teacher,student
teacher,professor
program,Playbill
program,progress
program,create
program,story
education,school
government,wrong
government,rule
education,learning
president,Obama
president,Obama
president,rake
others,strangers
others,house
president,rob the prez-o-dent
president,head
program,computer
education,school
program,computer
government,cops
teacher,strict
government,awful
teacher,student
teacher,student
teacher,student
teacher,learning
government,big
government,jobs
education,school
education,path
others,them
others,ghost
others,people
program,study
program,computer
program,code
program,computer
program,
program,computer
program,computer
program,programmer
program,computer
program,computer
program,beef
education,school
education,school
president,unreliable
government,oppressive
government,Orwellian
others,not me
government,abuse
others,same
others,interest
others,them
others,them
teacher,educator
president,Obama
information,rotation
information,selective
education,school
education,school
education,school
education,smart
education,ninja
education,school
education,bad
education,high school
president,bush
teacher,education
teacher,creature
teacher,student
teacher,learning
teacher,student
teacher,school
teacher,apple
teacher,student
information,internet
government,big brother
president,Obama
government,country
government,people
government,building
government,politics
information,booth
president,Obama
president,suit
president,fanclub
president,Obama
president,cabinet
president,leader
president,choice
information,highway
information,knowledge
others,people
others,game
others,friends
others,them
information,news
government,control
government,federal
government,oppressive
information,data
information,data
education,intelligence
others,people
information,internet
information,age
education,system
education,smart
education,school
teacher,student
others,people
program,computer
program,venue
program,computer
president,mister
president,sir
others,else
program,school
teacher,student
teacher,professor
government,control
government,sucks
president,king
information,advice
education,school
information,study
education,study
others,questions
others,people
teacher,educator
teacher,sexual
president,black
president,Obama
president,Obama
president,head of state
president,el president
information,info
government,regulations
program,school
program,computer
others,people
information,books
information,pamphlets
teacher,student
government,bush
government,serious
education,school
government,White House
teacher,educator
others,Derrida
education,school
others,word
program,show
program,complete
program,computer
teacher,maps
teacher,sister
teacher,learn
teacher,substitute
information,knowledge
information,want
education,school
education,school
education,school
information,light
information,news
information,security
education,school
education,school
information,codes
information,free
others,Anderea
others,people
government,big
government,authority
president,leader
others,aliens
president,Obama
president,White House
program,computer
president,Obama
president,leader
others,people
president,Obama
others,alien
teacher,class
program,computer
government,America
government,bed
government,corruption
program,computer
program,visual
teacher,asshole
teacher,school
others,lost
education,learning
education,smart
education,school
education,university
government,US
teacher,apple
program,brochures
teacher,student
teacher,mentor
program,program
others,unknown
others,more
program,application
others,different
others,et cetera
information,stuff
information,technology
president,Obama
president,Obama
government,local
information,data
teacher,class
president,leader
program,events
program,computer
government,democracy
government,bad
president,Obama
education,school
others,people
teacher,educator
information,text
information,data
education,teach
others,dangerous
government,parliament
teacher,woman
teacher,learner
teacher,school
government,capitol
president,elect
program,
information,helpful
others,them
others,love
education,encyclopedia
education,intellect
information,library
president,leader
government,corrupt
program,television
program,computer
program,computer
teacher,mentor
others,people
president,triadic
government,white
teacher,student
government,people
information,data
information,computer
president,grey suit
others,friends
education,training
teacher,woman
others,care for
president,Obama
government,people
education,school
government,president
program,computer
information,knowledge
teacher,instructor
others,people
others,different
teacher,scholar
information,reference
government,politics
education,knowledge
president,leader
program,computer
program,fix
information,data
government,assholes
education,higher
teacher,professor
president,Mr
education,university
teacher,math
others,people
information,internet
president,Barack Obama
government,scum
program,pogrom
information,knowledge
education,teacher
president,grey
teacher,pupil
president,campaign
others,people
government,politics
program,computer
education,learning
information,knowledge
government,president
teacher,student
others,aliens
others,us
teacher,chalk
others,mine
others,me
program,study
president,American
information,age
government,bureaucracy
education,children
president,also
teacher,school
program,computer
program,cookie
information,internet
government,representation
government,bad
information,knowledge
president,USA
president,US
teacher,glasses
education,Aristotle
information,data
teacher,professor
education,women
government,futile
program,music
others,they
president,Paramount
program,study
government,United States
education,teach
others,selves
information,technology
teacher,education
government,law
others,them
information,news
president,leader
program,computer
teacher,admire
program,Pascal
president,leader
government,ruler
others,everyone
others,you
information,news
education,school
teacher,children
program,computer
government,stable
president,leader
president,USA
information,news
president,king
others,bother
government,labor
information,data
program,show
teacher,lecture
education,smart
education,knowledge
education,success
education,study
education,school
education,higher
education,college
education,knowledge
education,learn
education,school
education,university
education,learning
education,smart
education,rat
education,knowledge
teacher,blackboard
government,corrupt
program,computer
others,outsiders
information,detail
teacher,school
president,America
program,write computer job
others,not me
information,data
government,election
teacher,student
program,code
information,data
others,people
president,United States
president,liar
others,friends
others,peers
program,evaluation
teacher,professor
government,bureaucracy
teacher,apple
information,desk
information,overload
program,agenda
president,White House
president,America
president,United States
president,Obama
program,computer
teacher,mother
others,outside
others,people
information,files
government,shitty
government,politics
program,
information,signals
teacher,pet
teacher,student
program,system
hour,segment
life,vida
people,humans
hour,time
minute,small
research,study
research,university
night,rest
man,woman
research,study
door,gate
hour,second
man,woman
place,person
end,beginning
person,people
art,craft
room,space
program,compute
others,people
others,folks
issue,magazine
night,owl
research,paper
door,window
hand,left
hour,late
life,line
month,calendar
family,relationship
hand,finger
man,male
school,learn
job,
person,life
hour,time
place,location
month,day
time,watch
door,house
life,death
head,hair
room,closed
mother,fucker
family,friends
lot,parking
art,painting
research,science
job,work
money,cash
night,sleep
hand,foot
life,purpose
hour,time
place,location
research,education
school,student
