cue,R1,R1.Strength
program,programmer,0.0103092783505155
program,beef,0.0103092783505155
president,unreliable,0.01
government,oppressive,0.02
government,Orwellian,0.01
government,abuse,0.01
others,same,0.0101010101010101
others,interest,0.0101010101010101
information,rotation,0.0101010101010101
information,selective,0.0101010101010101
education,ninja,0.01
education,bad,0.01
education,high school,0.01
president,bush,0.01
teacher,creature,0.0101010101010101
government,big brother,0.01
government,building,0.01
information,booth,0.0101010101010101
president,suit,0.01
president,fanclub,0.01
president,cabinet,0.01
president,choice,0.01
information,highway,0.0101010101010101
government,control,0.02
government,federal,0.01
education,intelligence,0.01
program,venue,0.0103092783505155
president,mister,0.01
president,sir,0.01
others,else,0.0101010101010101
government,sucks,0.01
president,king,0.02
information,advice,0.0101010101010101
others,questions,0.0101010101010101
teacher,sexual,0.0101010101010101
president,black,0.01
president,head of state,0.01
president,el president,0.01
information,info,0.0101010101010101
government,regulations,0.01
information,books,0.0101010101010101
information,pamphlets,0.0101010101010101
government,bush,0.01
government,serious,0.01
others,Derrida,0.0101010101010101
program,complete,0.0103092783505155
teacher,maps,0.0101010101010101
teacher,sister,0.0101010101010101
teacher,substitute,0.0101010101010101
information,want,0.0101010101010101
information,light,0.0101010101010101
information,security,0.0101010101010101
information,codes,0.0101010101010101
information,free,0.0101010101010101
others,Anderea,0.0101010101010101
others,aliens,0.0202020202020202
president,White House,0.02
others,alien,0.0101010101010101
teacher,class,0.0202020202020202
government,America,0.01
government,bed,0.01
government,corruption,0.01
program,visual,0.0103092783505155
teacher,asshole,0.0101010101010101
government,US,0.01
program,brochures,0.0103092783505155
others,unknown,0.0101010101010101
program,application,0.0103092783505155
others,different,0.0202020202020202
others,et cetera,0.0101010101010101
information,stuff,0.0101010101010101
government,local,0.01
program,events,0.0103092783505155
information,text,0.0101010101010101
others,dangerous,0.0101010101010101
teacher,learner,0.0101010101010101
government,capitol,0.01
president,elect,0.01
information,helpful,0.0101010101010101
others,love,0.0101010101010101
education,encyclopedia,0.01
education,intellect,0.01
government,corrupt,0.02
president,triadic,0.01
government,white,0.01
president,grey suit,0.01
education,training,0.01
others,care for,0.0101010101010101
teacher,scholar,0.0101010101010101
information,reference,0.0101010101010101
program,fix,0.0103092783505155
government,assholes,0.01
president,Mr,0.01
teacher,math,0.0101010101010101
president,Barack Obama,0.01
government,scum,0.01
program,pogrom,0.0103092783505155
president,grey,0.01
president,campaign,0.01
others,us,0.0101010101010101
teacher,chalk,0.0101010101010101
others,mine,0.0101010101010101
others,me,0.0101010101010101
president,American,0.01
education,children,0.01
president,also,0.01
program,cookie,0.0103092783505155
government,representation,0.01
president,US,0.01
teacher,glasses,0.0101010101010101
education,Aristotle,0.01
education,women,0.01
government,futile,0.01
others,they,0.0101010101010101
president,Paramount,0.01
government,United States,0.01
others,selves,0.0101010101010101
teacher,admire,0.0101010101010101
program,Pascal,0.0103092783505155
others,everyone,0.0101010101010101
others,you,0.0101010101010101
teacher,children,0.0101010101010101
government,stable,0.01
others,bother,0.0101010101010101
government,labor,0.01
teacher,lecture,0.0101010101010101
education,success,0.01
education,rat,0.01
teacher,blackboard,0.0101010101010101
information,detail,0.0101010101010101
program,write computer job,0.0103092783505155
government,election,0.01
president,liar,0.01
others,peers,0.0101010101010101
program,evaluation,0.0103092783505155
information,desk,0.0101010101010101
information,overload,0.0101010101010101
others,outside,0.0101010101010101
information,files,0.0101010101010101
government,shitty,0.01
information,signals,0.0101010101010101
hour,segment,0.0101010101010101
life,vida,0.0103092783505155
research,university,0.01
night,rest,0.01
door,gate,0.01
hour,second,0.0101010101010101
others,folks,0.0101010101010101
hour,late,0.0101010101010101
family,relationship,0.01
mother,fucker,0.01
life,purpose,0.0103092783505155
